"CO_NCM","Setor","Subsetor","Produto","NCM"
"09030090","CHÁ, MATE E ESPECIARIAS","CHÁ, MATE E SUAS PREPARAÇÕES","MATE","OUTROS TIPOS DE MATE"
"09041100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","PIMENTA PIPER SECA, TRITURADA OU EM PÓ","PIMENTA 'PIPER',SECA"
"09041200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","PIMENTA PIPER SECA, TRITURADA OU EM PÓ","PIMENTA 'PIPER',TRITURADA OU EM PO"
"09042000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","PIMENTÕES E PIMENTAS SECOS, PÓ","PIMENTOES E PIMENTAS 'CAPSICUM'/'PIMENTA',SECOS,PO,ETC."
"09042100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","PIMENTÕES E PIMENTAS SECOS, PÓ","PIMENTOES E PIMENTAS, SECOS, NAO TRITURADOS NEM EM PO"
"09042200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","PIMENTÕES E PIMENTAS SECOS, PÓ","PIMENTOES E PIMENTAS, TRITURADOS OU EM PO"
"09050000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","BAUNILHA"
"09051000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","BAUNILHA, NÃO TRITURADA NEM EM PO"
"09052000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","BAUNILHA, TRITURADA OU EM PO"
"09061000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CANELA","CANELA E FLORES DE CANELEIRA,NAO TRITURADAS NEM EM PO"
"09061100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CANELA","CANELA E FLOR DE CANELEIRA Ñ TRIT.NEM EM PÓ"
"09061900","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CANELA","OUTS.CANELA/FLOR CANEL. Ñ/TRITURS. NEM EM PÓ"
"09062000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CANELA","CANELA E FLORES DE CANELEIRA,TRITURADAS OU EM PO"
"09070000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CRAVO-DA-ÍNDIA","CRAVO-DA-INDIA (FRUTOS,FLORES E PEDUNCULOS)"
"09071000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CRAVO-DA-ÍNDIA","CRAVO-DA-INDIA (FRUTOS,FLORES E PEDUN.),N/TRI,NEM EM PO"
"09072000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","CRAVO-DA-ÍNDIA","CRAVO-DA-INDIA(FRUTOS,FLORES E PEDUN.),TRITUR. OU EM PO"
"09081000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","NOZ-MOSCADA","NOZ-MOSCADA"
"09081100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","NOZ-MOSCADA","NOZ-MOSCADA, NAO TRITURADA NEM EM PO"
"09081200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","NOZ-MOSCADA","NOZ-MOSCADA, TRITURADA OU EM PO"
"09082000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","MACIS","MACIS"
"09082100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","MACIS","MACIS, NAO TRITURADO NEM EM PO"
"09082200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","MACIS","MACIS, TRITURADO OU EM PO"
"09083000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","AMOMOS E CARDAMOMOS","AMOMOS E CARDAMOMOS"
"09083100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","AMOMOS E CARDAMOMOS","AMOMOS E CARDAMOMOS, NAO TRITURADO NEM EM PO"
"09083200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","AMOMOS E CARDAMOMOS","AMOMOS E CARDAMOMOS, TRITURADOS OU EM PO"
"09091010","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE ANIS E BADIANA","SEMENTES DE ANIS (ANIS VERDE)"
"09091020","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE ANIS E BADIANA","SEMENTES DE BADIANA (ANIS ESTRELADO)"
"09092000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE COENTRO","SEMENTES DE COENTRO"
"09092100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE COENTRO","SEMENTES DE COENTRO, NAO TRITURADAS NEM EM PO"
"09092200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE COENTRO","SEMENTES DE COENTRO, TRITURADAS OU EM PO"
"09093000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE COMINHO","SEMENTES DE COMINHO"
"09093100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE COMINHO","SEMENTES DE COMINHO, NAO TRITURADAS NEM EM PO"
"09093200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE COMINHO"," SEMENTES DE COMINHO, TRITURADAS OU EM PO"
"09094000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","SEMENTES DE ALCARAVIA"
"09095000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","SEMENTES DE FUNCHO E BAGAS DE ZIMBRO"
"09096110","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE ANIS E BADIANA"," SEMENTES DE ANIS (ERVA-DOCE), NAO TRITURADAS NEM EM PO"
"09096120","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE ANIS E BADIANA","SEMENTES DE BADIANA(ANIS-ESTRELADO),NAO TRIT. NEM EM PO"
"09096190","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","OUTRAS SEMENTES, NAO TRITURADAS NEM EM PO"
"09096210","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE ANIS E BADIANA","SEMENTES DE ANIS (ERVA-DOCE), TRITURADAS OU EM PO"
"09096220","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","SEMENTES DE ANIS E BADIANA","SEMENTES DE BADIANA(ANIS-ESTRELADO),TRITURADAS OU EM PO"
"09096290","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","OUTRAS SEMENTES, TRITURADAS OU EM PO"
"09101000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","GENGIBRE","GENGIBRE"
"09101100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","GENGIBRE","GENGIBRE, NÃO TRITURADO NEM EM PO"
"09101200","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","GENGIBRE","GENGIBRE, TRITURADO OU EM PO"
"09102000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","ACAFRAO"
"09103000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","ACAFRAO-DA-TERRA (CURCUMA)"
"09104000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","TOMILHO E LOURO"
"09105000","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","CARIL"
"09109100","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","MISTURAS DE ESPECIARIAS"
"09109900","CHÁ, MATE E ESPECIARIAS","ESPECIARIAS","DEMAIS ESPECIARIAS","OUTRAS ESPECIARIAS"
"10011010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","TRIGO DURO PARA SEMEADURA"
"10011090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","TRIGO","TRIGO DURO,EXCETO PARA SEMEADURA"
"10011100","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","TRIGO DURO, PARA SEMEADURA"
"10011900","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","TRIGO","TRIGO DURO, EXCETO PARA SEMEADURA"
"10019010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","TRIGO (EXCETO TRIGO DURO) PARA SEMEADURA"
"10019090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","TRIGO","TRIGO (EXC.TRIGO DURO OU P/SEMEADURA),E TRIGO C/CENTEIO"
"10019100","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","OUTR. TRIGOS E MISTURAS DE TRIGO C/ CENTEIO,P/SEMEADURA"
"10019900","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","TRIGO","OUT.TRIGOS E MISTURAS DE TRIGO C/CENTEIO, EXC.P/ SEMEAD"
"10020010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","CENTEIO PARA SEMEADURA"
"10020090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CENTEIO","CENTEIO,EXCETO PARA SEMEADURA"
"10021000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","CENTEIO, PARA SEMEADURA"
"10029000","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CENTEIO","CENTEIO, EXCETO PARA SEMEADURA"
"10030010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","CEVADA PARA SEMEADURA"
"10030091","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CEVADA","CEVADA CERVEJEIRA"
"10030098","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CEVADA","CEVADA EM GRAO,EXCETO CERVEJEIRA OU PARA SEMEADURA"
"10030099","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CEVADA","OUTRAS ESPECIES DE CEVADA,EXCETO EM GRAO"
"10031000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","CEVADA, PARA SEMEADURA"
"10039010","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CEVADA","CEVADA CERVEJEIRA"
"10039080","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CEVADA","OUTRAS CEVADAS, EM GRAO"
"10039090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","CEVADA","OUTRAS CEVADAS, EXCETO EM GRAO"
"10040010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","AVEIA PARA SEMEADURA"
"10040090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","AVEIA","AVEIA,EXCETO PARA SEMEADURA"
"10041000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","AVEIA, PARA SEMEADURA"
"10049000","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","AVEIA","AVEIA, EXCETO PARA SEMEADURA"
"10051000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","MILHO PARA SEMEADURA"
"10059010","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","MILHO","MILHO EM GRAO,EXCETO PARA SEMEADURA"
"10059090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","MILHO","MILHO,EXCETO EM GRAO"
"10061010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","ARROZ ('PADDY') COM CASCA,PARA SEMEADURA"
"10061091","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ ('PADDY') COM CASCA,PARBOILIZADO (ESTUFADO)"
"10061092","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ ('PADDY') COM CASCA,NAO PARBOILIZADO (N/ESTUFADO)"
"10062010","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ ('CARGO' OU CASTANHO),DESCASCADO,PARBOILIZADO"
"10062020","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ ('CARGO' OU CASTANHO),DESCASCADO,NAO PARBOILIZADO"
"10063011","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ SEMIBRANQUEADO,ETC.PARBOILIZADO,POLIDO OU BRUNIDO"
"10063019","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","OUTROS TIPOS DE ARROZ SEMIBRANQUEADO,ETC.PARBOILIZADO"
"10063021","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ SEMIBRANQUEADO,ETC.N/PARBOILIZADO,POLIDO,BRUNIDO"
"10063029","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","OUTROS TIPOS DE ARROZ SEMIBRANQUEADO,ETC.N/PARBOILIZADO"
"10064000","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","ARROZ","ARROZ QUEBRADO (TRINCA DE ARROZ)"
"10070010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","SORGO EM GRAO PARA SEMEADURA"
"10070090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","SORGO","SORGO EM GRAO,EXCETO PARA SEMEADURA"
"10071000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","SORGO DE GRAO, PARA SEMEADURA"
"10079000","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","SORGO","SORGO DE GRAO, EXCETO PARA SEMEADURA"
"10081010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","TRIGO MOURISCO PARA SEMEADURA"
"10081090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","TRIGO MOURISCO","TRIGO MOURISCO,EXCETO PARA SEMEADURA"
"10082010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","PAINCO PARA SEMEADURA"
"10082090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","PAINÇO","PAINCO,EXCETO PARA SEMEADURA"
"10082100","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","PAINCO, PARA SEMEADURA"
"10082110","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","MILHETO (PENNISETUM GLAUCUM), PARA SEMEADURA"
"10082190","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","PAINÇO","OUTROS PAINÇOS, PARA SEMEADURA"
"10082900","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","PAINÇO","PAINCO, EXCETO PARA SEMEADURA"
"10082910","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","PAINÇO E MILHETO","Milheto (PENNISETUM GLAUCUM), exceto para semeadura"
"10082990","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","PAINÇO","OUTROS PAINCOS, EXCETO PARA SEMEADURA"
"10083010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","ALPISTE PARA SEMEADURA"
"10083090","RAÇÕES PARA ANIMAIS","RAÇÕES PARA ANIMAIS DOMÉSTICOS","OUTRAS RAÇÕES PARA ANIMAIS DOMÉSTICOS","ALPISTE,EXCETO PARA SEMEADURA"
"10084010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","MILHA (DIGITARIA SPP.), PARA SEMEADURA"
"10084090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","DEMAIS CEREAIS","MILHA (DIGITARIA SPP.), EXCETO PARA SEMEADURA"
"10085010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","QUINOA (CHENOPODIUM QUINOA), PARA SEMEADURA"
"10085090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","DEMAIS CEREAIS","QUINOA (CHENOPODIUM QUINOA), EXCETO PARA SEMEADURA"
"10086010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","TRITICALE, PARA SEMEADURA"
"10086090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","DEMAIS CEREAIS","TRITICALE, EXCETO PARA SEMEADURA"
"10089010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE CEREAIS","OUTROS CEREAIS PARA SEMEADURA"
"10089090","CEREAIS, FARINHAS E PREPARAÇÕES","CEREAIS","DEMAIS CEREAIS","OUTROS CEREAIS,EXCETO PARA SEMEADURA"
"11010010","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE TRIGO","FARINHA DE TRIGO"
"11010020","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE TRIGO","FARINHA DE MISTURA DE TRIGO COM CENTEIO"
"11021000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE CENTEIO"
"11022000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE MILHO","FARINHA DE MILHO"
"11023000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE ARROZ"
"11029000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE OUTROS CEREAIS"
"11031100","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE TRIGO","GRUMOS E SEMOLAS,DE TRIGO"
"11031200","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRUMOS E SEMOLAS,DE AVEIA"
"11031300","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","FARINHA DE MILHO","GRUMOS E SEMOLAS,DE MILHO"
"11031400","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRUMOS E SEMOLAS,DE ARROZ"
"11031900","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRUMOS E SEMOLAS,DE OUTROS CEREAIS"
"11032000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","'PELLETS' DE CEREAIS"
"11032100","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","PELLETS DE TRIGO"
"11032900","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","PELLETS DE OUTROS CEREAIS"
"11041100","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRAOS DE CEVADA,ESMAGADOS OU EM FLOCOS"
"11041200","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","AVEIA EM FLOCOS OU ELABORADOS DE OUTRO MODO","GRAOS DE AVEIA,ESMAGADOS OU EM FLOCOS"
"11041900","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRAOS DE OUTROS CEREAIS,ESMAGADOS OU EM FLOCOS"
"11042100","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRAOS DE CEVADA,DESCASCADOS,EM PEROLAS,CORTADOS,ETC."
"11042200","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","AVEIA EM FLOCOS OU ELABORADOS DE OUTRO MODO","GRAOS DE AVEIA,DESCASCADOS,EM PEROLAS,CORTADOS,ETC."
"11042300","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRAOS DE MILHO,DESCASCADOS,EM PEROLAS,CORTADOS,ETC."
"11042900","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GRAOS DE OUTROS CEREAIS,DESCASCADOS,EM PEROLAS,ETC."
"11043000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GERMES DE CEREAIS,INTEIROS,ESMAGADOS,EM FLOCOS,MOIDOS"
"11051000","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","FARINHA DE BATATA","FARINHA,SEMOLA E PO,DE BATATA"
"11052000","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","FARINHA DE BATATA","FLOCOS,GRANULOS E 'PELLETS',DE BATATA"
"11061000","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","DEMAIS PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","FARINHAS,SEMOLAS E POS,DOS LEGUMES DE VAGEM,SECOS"
"11062000","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","DEMAIS PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","FARINHAS,SEMOLAS E POS,DE SAGU,DE RAIZES E TUBERCULOS"
"11063000","FRUTAS (INCLUI NOZES E CASTANHAS)","CONSERVAS E PREPARAÇÕES DE FRUTAS (EXCL. SUCOS)","OUTRAS FRUTAS PREPARADAS OU CONSERVADAS","FARINHAS,SEMOLAS E POS,DE FRUTAS,CASCAS DE CITRICOS,ETC"
"11071010","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","MALTE","MALTE NAO TORRADO,INTEIRO OU PARTIDO"
"11071020","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","MALTE","MALTE NAO TORRADO,MOIDO OU EM FARINHA"
"11072010","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","MALTE","MALTE TORRADO,INTEIRO OU PARTIDO"
"11072020","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","MALTE","MALTE TORRADO,MOIDO OU EM FARINHA"
"11081100","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","AMIDO DE TRIGO","AMIDO DE TRIGO"
"11081200","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","AMIDO DE MILHO","AMIDO DE MILHO"
"11081300","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","FÉCULA DE BATATA","FECULA DE BATATA"
"11081400","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS","PRODUTOS HORTÍCOLAS, LEGUMINOSAS, RAÍZES E TUBÉRCULOS PREPARADOS OU CONSERVADOS","FÉCULA DE MANDIOCA","FECULA DE MANDIOCA"
"11081900","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","DEMAIS PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","OUTROS AMIDOS E FECULAS"
"11082000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","PRODUTOS DIVERSOS DA INDÚSTRIA QUÍMICA, DE ORIGEM VEGETAL","DEMAIS PRODUTOS DA INDÚSTRIA QUÍMICA , DE ORIGEM VEGETAL","INULINA"
"11090000","CEREAIS, FARINHAS E PREPARAÇÕES","PRODUTOS E SUBPRODUTOS DA INDÚSTRIA DE MOAGEM","GLUTEN DE TRIGO","GLUTEN DE TRIGO,MESMO SECO"
"12010010","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE OLEAGINOSAS PARA SEMEADURA","SOJA PARA SEMEADURA"
"12010090","COMPLEXO SOJA","SOJA EM GRÃOS","SOJA EM GRÃOS","OUTROS GRAOS DE SOJA,MESMO TRITURADOS"
"12011000","DEMAIS PRODUTOS DE ORIGEM VEGETAL","SEMENTES","SEMENTES DE OLEAGINOSAS PARA SEMEADURA","SOJA, MESMO TRITURADA, PARA SEMEADURA"
"12019000","COMPLEXO SOJA","SOJA EM GRÃOS","SOJA EM GRÃOS","SOJA, MESMO TRITURADA, EXCETO PARA SEMEADURA"
